doc_id,words,sentences,cluster_id,tokens
['bn/abc/00/abc_0069'],"['The', 'FBI', 'says', 'when', 'they', 'questioned', 'him', ',', 'he', 'told', 'them', 'of', 'another', 'plot', 'to', 'bomb', 'an', 'American', 'ship', 'in', 'Yemen', ',', 'where', 'the', '``', 'USS', 'Cole', ""''"", 'was', 'ultimately', 'attacked', '.']","The FBI says when they questioned him , he told them of another plot to bomb an American ship in Yemen , where the `` USS Cole '' was ultimately attacked .",10,"(15, 15)"
['bn/abc/00/abc_0069'],"['The', 'FBI', 'says', 'when', 'they', 'questioned', 'him', ',', 'he', 'told', 'them', 'of', 'another', 'plot', 'to', 'bomb', 'an', 'American', 'ship', 'in', 'Yemen', ',', 'where', 'the', '``', 'USS', 'Cole', ""''"", 'was', 'ultimately', 'attacked', '.']","The FBI says when they questioned him , he told them of another plot to bomb an American ship in Yemen , where the `` USS Cole '' was ultimately attacked .",1,"(20, 20)"
['bn/abc/00/abc_0069'],"['The', 'FBI', 'says', 'when', 'they', 'questioned', 'him', ',', 'he', 'told', 'them', 'of', 'another', 'plot', 'to', 'bomb', 'an', 'American', 'ship', 'in', 'Yemen', ',', 'where', 'the', '``', 'USS', 'Cole', ""''"", 'was', 'ultimately', 'attacked', '.']","The FBI says when they questioned him , he told them of another plot to bomb an American ship in Yemen , where the `` USS Cole '' was ultimately attacked .",19,"(4, 4)"
['bn/abc/00/abc_0069'],"['Question', 'one', ',', 'did', 'the', 'FBI', 'make', 'it', 'clear', 'what', 'the', 'man', 'had', 'told', 'them', '?']","Question one , did the FBI make it clear what the man had told them ?",19,"(4, 5)"
['bn/abc/00/abc_0069'],"['Question', 'one', ',', 'did', 'the', 'FBI', 'make', 'it', 'clear', 'what', 'the', 'man', 'had', 'told', 'them', '?']","Question one , did the FBI make it clear what the man had told them ?",19,"(14, 14)"
['bn/abc/00/abc_0069'],"['Question', 'one', ',', 'did', 'the', 'FBI', 'make', 'it', 'clear', 'what', 'the', 'man', 'had', 'told', 'them', '?']","Question one , did the FBI make it clear what the man had told them ?",0,"(10, 11)"
['bn/cnn/00/cnn_0009'],"['The', 'Dixie', 'Chicks', 'are', 'the', 'big', 'winners', 'at', 'the', 'Country', 'Music', 'Awards', 'in', 'Nashville', '.']",The Dixie Chicks are the big winners at the Country Music Awards in Nashville .,0,"(0, 2)"
['bn/cnn/00/cnn_0009'],"['The', 'group', 'won', 'four', 'awards', '--', 'Entertainer', 'of', 'the', 'Year', ',', 'Best', 'Vocal', 'Group', ',', 'Best', 'Album', 'for', '``', 'Fly', ',', ""''"", 'and', 'Music', 'Video', 'of', 'the', 'Year', 'for', '``', 'Goodbye', ',', 'Earl', '.', ""''""]","The group won four awards -- Entertainer of the Year , Best Vocal Group , Best Album for `` Fly , '' and Music Video of the Year for `` Goodbye , Earl . ''",0,"(0, 1)"
['bn/cnn/00/cnn_0019'],"['Nine', 'people', 'were', 'injured', 'in', 'Gaza', 'when', 'gunmen', 'opened', 'fire', 'on', 'an', 'Israeli', 'bus', '.']",Nine people were injured in Gaza when gunmen opened fire on an Israeli bus .,1,"(9, 9)"
['bn/cnn/00/cnn_0019'],"['Nine', 'people', 'were', 'injured', 'in', 'Gaza', 'when', 'gunmen', 'opened', 'fire', 'on', 'an', 'Israeli', 'bus', '.']",Nine people were injured in Gaza when gunmen opened fire on an Israeli bus .,4,"(8, 8)"
['bn/cnn/00/cnn_0019'],"['Witnesses', 'say', 'the', 'shots', 'came', 'from', 'the', 'Palestinian', 'international', 'airport', '.']",Witnesses say the shots came from the Palestinian international airport .,1,"(2, 3)"
['bn/cnn/00/cnn_0019'],"['Witnesses', 'say', 'the', 'shots', 'came', 'from', 'the', 'Palestinian', 'international', 'airport', '.']",Witnesses say the shots came from the Palestinian international airport .,2,"(6, 9)"
['bn/cnn/00/cnn_0019'],"['Israeli', 'Prime', 'Minister', 'Ehud', 'Barak', 'closed', 'down', 'the', 'two', '-', 'year', '-', 'old', 'airport', 'in', 'response', 'to', 'the', 'incident', '.']",Israeli Prime Minister Ehud Barak closed down the two - year - old airport in response to the incident .,2,"(7, 13)"
['bn/cnn/00/cnn_0019'],"['Israeli', 'Prime', 'Minister', 'Ehud', 'Barak', 'closed', 'down', 'the', 'two', '-', 'year', '-', 'old', 'airport', 'in', 'response', 'to', 'the', 'incident', '.']",Israeli Prime Minister Ehud Barak closed down the two - year - old airport in response to the incident .,0,"(5, 5)"
['bn/cnn/00/cnn_0019'],"['Israeli', 'Prime', 'Minister', 'Ehud', 'Barak', 'closed', 'down', 'the', 'two', '-', 'year', '-', 'old', 'airport', 'in', 'response', 'to', 'the', 'incident', '.']",Israeli Prime Minister Ehud Barak closed down the two - year - old airport in response to the incident .,4,"(17, 18)"
['bn/cnn/00/cnn_0019'],"['Palestinians', 'criticized', 'the', 'move', '.']",Palestinians criticized the move .,3,"(0, 0)"
['bn/cnn/00/cnn_0019'],"['Palestinians', 'criticized', 'the', 'move', '.']",Palestinians criticized the move .,0,"(2, 3)"
['bn/cnn/00/cnn_0029'],"['Two', 'Americans', 'have', 'won', 'this', 'year', ""'s"", 'Nobel', 'Prize', 'for', 'economics', '.']",Two Americans have won this year 's Nobel Prize for economics .,0,"(4, 10)"
['bn/cnn/00/cnn_0029'],"['Two', 'Americans', 'have', 'won', 'this', 'year', ""'s"", 'Nobel', 'Prize', 'for', 'economics', '.']",Two Americans have won this year 's Nobel Prize for economics .,1,"(0, 1)"
['bn/cnn/00/cnn_0029'],"['The', 'Royal', 'Swedish', 'Academy', 'of', 'Sciences', 'is', 'giving', 'the', 'award', 'to', 'James', 'J.', 'Heckman', 'of', 'the', 'University', 'of', 'Chicago', 'and', 'University', 'of', 'California', 'at', 'Berkeley', 'professor', 'Daniel', 'L.', 'McFadden', '.']",The Royal Swedish Academy of Sciences is giving the award to James J. Heckman of the University of Chicago and University of California at Berkeley professor Daniel L. McFadden .,0,"(8, 9)"
['bn/cnn/00/cnn_0029'],"['The', 'Royal', 'Swedish', 'Academy', 'of', 'Sciences', 'is', 'giving', 'the', 'award', 'to', 'James', 'J.', 'Heckman', 'of', 'the', 'University', 'of', 'Chicago', 'and', 'University', 'of', 'California', 'at', 'Berkeley', 'professor', 'Daniel', 'L.', 'McFadden', '.']",The Royal Swedish Academy of Sciences is giving the award to James J. Heckman of the University of Chicago and University of California at Berkeley professor Daniel L. McFadden .,2,"(0, 5)"
['bn/cnn/00/cnn_0029'],"['The', 'Royal', 'Swedish', 'Academy', 'of', 'Sciences', 'is', 'giving', 'the', 'award', 'to', 'James', 'J.', 'Heckman', 'of', 'the', 'University', 'of', 'Chicago', 'and', 'University', 'of', 'California', 'at', 'Berkeley', 'professor', 'Daniel', 'L.', 'McFadden', '.']",The Royal Swedish Academy of Sciences is giving the award to James J. Heckman of the University of Chicago and University of California at Berkeley professor Daniel L. McFadden .,1,"(11, 28)"
['bn/cnn/00/cnn_0029'],"['The', 'Academy', 'says', 'it', ""'s"", 'for', 'their', 'theories', 'and', 'methods', 'widely', 'used', 'in', 'analyzing', 'work', 'and', 'living', 'habits', '.']",The Academy says it 's for their theories and methods widely used in analyzing work and living habits .,2,"(0, 1)"
['bn/cnn/00/cnn_0029'],"['The', 'Academy', 'says', 'it', ""'s"", 'for', 'their', 'theories', 'and', 'methods', 'widely', 'used', 'in', 'analyzing', 'work', 'and', 'living', 'habits', '.']",The Academy says it 's for their theories and methods widely used in analyzing work and living habits .,0,"(3, 3)"
['bn/cnn/00/cnn_0029'],"['The', 'Academy', 'says', 'it', ""'s"", 'for', 'their', 'theories', 'and', 'methods', 'widely', 'used', 'in', 'analyzing', 'work', 'and', 'living', 'habits', '.']",The Academy says it 's for their theories and methods widely used in analyzing work and living habits .,1,"(6, 6)"
['bn/cnn/00/cnn_0029'],"['They', 'will', 'share', 'the', 'prize', 'award', 'of', '$', '915,000', '.']","They will share the prize award of $ 915,000 .",1,"(0, 0)"
['bn/cnn/00/cnn_0029'],"['The', 'economics', 'prize', 'is', 'the', 'fourth', 'in', 'a', 'week', 'of', 'awards', 'announced', 'by', 'the', 'Nobel', 'Academy', '.']",The economics prize is the fourth in a week of awards announced by the Nobel Academy .,0,"(0, 2)"
['bn/cnn/00/cnn_0029'],"['The', 'economics', 'prize', 'is', 'the', 'fourth', 'in', 'a', 'week', 'of', 'awards', 'announced', 'by', 'the', 'Nobel', 'Academy', '.']",The economics prize is the fourth in a week of awards announced by the Nobel Academy .,2,"(13, 15)"
['bn/cnn/00/cnn_0039'],"['The', 'summit', 'is', 'coinciding', 'with', 'more', 'unrest', 'in', 'several', 'areas', 'of', 'the', 'West', 'Bank', 'and', 'Gaza', 'Strip', '.']",The summit is coinciding with more unrest in several areas of the West Bank and Gaza Strip .,0,"(5, 16)"
['bn/cnn/00/cnn_0039'],"['Hundreds', 'of', 'stone', '-', 'throwing', 'Palestinians', 'stormed', 'the', 'Israeli', '-', 'controlled', 'section', 'of', 'Hebron', ',', 'breaking', 'a', 'curfew', 'imposed', 'since', 'the', 'outbreak', 'of', 'the', 'unrest', 'last', 'month', '.']","Hundreds of stone - throwing Palestinians stormed the Israeli - controlled section of Hebron , breaking a curfew imposed since the outbreak of the unrest last month .",1,"(7, 13)"
['bn/cnn/00/cnn_0039'],"['Hundreds', 'of', 'stone', '-', 'throwing', 'Palestinians', 'stormed', 'the', 'Israeli', '-', 'controlled', 'section', 'of', 'Hebron', ',', 'breaking', 'a', 'curfew', 'imposed', 'since', 'the', 'outbreak', 'of', 'the', 'unrest', 'last', 'month', '.']","Hundreds of stone - throwing Palestinians stormed the Israeli - controlled section of Hebron , breaking a curfew imposed since the outbreak of the unrest last month .",0,"(23, 24)"
['bn/cnn/00/cnn_0039'],"['Thousands', 'of', 'Palestinian', 'demonstrators', 'marched', 'in', 'the', 'area', 'to', 'protest', 'against', 'a', 'renewal', 'of', 'contacts', 'with', 'Israel', '.']",Thousands of Palestinian demonstrators marched in the area to protest against a renewal of contacts with Israel .,1,"(6, 7)"
['bn/cnn/00/cnn_0049'],"['The', 'hottest', 'gift', 'this', 'Christmas', 'could', 'be', 'Sony', ""'s"", 'new', 'PlayStation', '2', ',', 'but', 'good', 'luck', 'finding', 'one', '.']","The hottest gift this Christmas could be Sony 's new PlayStation 2 , but good luck finding one .",5,"(7, 8)"
['bn/cnn/00/cnn_0049'],"['The', 'hottest', 'gift', 'this', 'Christmas', 'could', 'be', 'Sony', ""'s"", 'new', 'PlayStation', '2', ',', 'but', 'good', 'luck', 'finding', 'one', '.']","The hottest gift this Christmas could be Sony 's new PlayStation 2 , but good luck finding one .",10,"(7, 11)"
['bn/cnn/00/cnn_0049'],"['As', 'Greg', 'Lefevre', 'reports', ',', 'many', 'stores', 'have', 'sold', 'out', 'of', 'the', 'game', 'even', 'before', 'its', 'release', '.']","As Greg Lefevre reports , many stores have sold out of the game even before its release .",10,"(15, 15)"
['bn/cnn/00/cnn_0049'],"['As', 'Greg', 'Lefevre', 'reports', ',', 'many', 'stores', 'have', 'sold', 'out', 'of', 'the', 'game', 'even', 'before', 'its', 'release', '.']","As Greg Lefevre reports , many stores have sold out of the game even before its release .",8,"(1, 2)"
['bn/cnn/00/cnn_0049'],"['As', 'Greg', 'Lefevre', 'reports', ',', 'many', 'stores', 'have', 'sold', 'out', 'of', 'the', 'game', 'even', 'before', 'its', 'release', '.']","As Greg Lefevre reports , many stores have sold out of the game even before its release .",10,"(11, 12)"
['bn/cnn/00/cnn_0049'],"['As', 'Greg', 'Lefevre', 'reports', ',', 'many', 'stores', 'have', 'sold', 'out', 'of', 'the', 'game', 'even', 'before', 'its', 'release', '.']","As Greg Lefevre reports , many stores have sold out of the game even before its release .",9,"(15, 16)"
['bn/cnn/00/cnn_0049'],"['Coming', 'to', 'a', 'retailer', 'near', 'you', ',', 'PlayStation', 'pandemonium', '.']","Coming to a retailer near you , PlayStation pandemonium .",10,"(7, 7)"
['bn/cnn/00/cnn_0049'],"['Sony', ""'s"", 'long', '-', 'awaited', 'release', 'of', 'its', 'latest', 'video', 'game', 'console', 'is', 'guaranteed', 'to', 'pump', 'up', 'the', 'volume', 'on', 'video', 'game', 'sales', ',', 'already', 'a', '$', '7', 'billion', 'business', '.']","Sony 's long - awaited release of its latest video game console is guaranteed to pump up the volume on video game sales , already a $ 7 billion business .",10,"(7, 11)"
['bn/cnn/00/cnn_0049'],"['Sony', ""'s"", 'long', '-', 'awaited', 'release', 'of', 'its', 'latest', 'video', 'game', 'console', 'is', 'guaranteed', 'to', 'pump', 'up', 'the', 'volume', 'on', 'video', 'game', 'sales', ',', 'already', 'a', '$', '7', 'billion', 'business', '.']","Sony 's long - awaited release of its latest video game console is guaranteed to pump up the volume on video game sales , already a $ 7 billion business .",9,"(0, 11)"
['bn/cnn/00/cnn_0049'],"['Sony', ""'s"", 'long', '-', 'awaited', 'release', 'of', 'its', 'latest', 'video', 'game', 'console', 'is', 'guaranteed', 'to', 'pump', 'up', 'the', 'volume', 'on', 'video', 'game', 'sales', ',', 'already', 'a', '$', '7', 'billion', 'business', '.']","Sony 's long - awaited release of its latest video game console is guaranteed to pump up the volume on video game sales , already a $ 7 billion business .",5,"(7, 7)"
['bn/cnn/00/cnn_0049'],"['Sony', ""'s"", 'long', '-', 'awaited', 'release', 'of', 'its', 'latest', 'video', 'game', 'console', 'is', 'guaranteed', 'to', 'pump', 'up', 'the', 'volume', 'on', 'video', 'game', 'sales', ',', 'already', 'a', '$', '7', 'billion', 'business', '.']","Sony 's long - awaited release of its latest video game console is guaranteed to pump up the volume on video game sales , already a $ 7 billion business .",5,"(0, 1)"
['bn/cnn/00/cnn_0059'],"['A', 'Russian', 'Navy', 'spokesman', 'says', 'bad', 'weather', 'could', 'complicate', 'the', 'work', 'to', 'recover', 'bodies', 'from', 'the', 'sunken', 'nuclear', 'submarine', '``', 'Kursk', '.', ""''""]",A Russian Navy spokesman says bad weather could complicate the work to recover bodies from the sunken nuclear submarine `` Kursk . '',0,"(15, 20)"
['bn/cnn/00/cnn_0059'],"['Russian', 'and', 'Norwegian', 'divers', 'successfully', 'removed', 'a', 'rubber', 'coating', 'between', 'the', 'inner', 'and', 'outer', 'hulls', 'of', 'sub', 'yesterday', '.']",Russian and Norwegian divers successfully removed a rubber coating between the inner and outer hulls of sub yesterday .,0,"(16, 16)"
['bn/cnn/00/cnn_0059'],"['All', '118', 'people', 'on', 'board', 'the', '``', 'Kursk', ""''"", 'died', 'when', 'the', 'submarine', 'exploded', 'and', 'sank', 'to', 'the', 'bottom', 'of', 'the', 'Barents', 'Sea', '.']",All 118 people on board the `` Kursk '' died when the submarine exploded and sank to the bottom of the Barents Sea .,0,"(5, 8)"
['bn/cnn/00/cnn_0059'],"['All', '118', 'people', 'on', 'board', 'the', '``', 'Kursk', ""''"", 'died', 'when', 'the', 'submarine', 'exploded', 'and', 'sank', 'to', 'the', 'bottom', 'of', 'the', 'Barents', 'Sea', '.']",All 118 people on board the `` Kursk '' died when the submarine exploded and sank to the bottom of the Barents Sea .,0,"(11, 12)"
['bn/cnn/00/cnn_0069'],"['Our', 'top', 'story', 'this', 'half', 'hour', ',', 'the', 'man', 'responsible', 'for', 'U.S.', 'forces', 'in', 'the', 'Persian', 'Gulf', 'says', 'there', 'was', 'no', 'specific', 'threat', 'of', 'an', 'imminent', 'attack', 'in', 'the', 'Yemeni', 'port', 'of', 'Aden', 'before', 'a', 'bomb', 'ripped', 'into', 'the', '``', 'USS', 'Cole', ""''"", 'there', 'this', 'month', '.']","Our top story this half hour , the man responsible for U.S. forces in the Persian Gulf says there was no specific threat of an imminent attack in the Yemeni port of Aden before a bomb ripped into the `` USS Cole '' there this month .",1,"(28, 32)"
['bn/cnn/00/cnn_0069'],"['Our', 'top', 'story', 'this', 'half', 'hour', ',', 'the', 'man', 'responsible', 'for', 'U.S.', 'forces', 'in', 'the', 'Persian', 'Gulf', 'says', 'there', 'was', 'no', 'specific', 'threat', 'of', 'an', 'imminent', 'attack', 'in', 'the', 'Yemeni', 'port', 'of', 'Aden', 'before', 'a', 'bomb', 'ripped', 'into', 'the', '``', 'USS', 'Cole', ""''"", 'there', 'this', 'month', '.']","Our top story this half hour , the man responsible for U.S. forces in the Persian Gulf says there was no specific threat of an imminent attack in the Yemeni port of Aden before a bomb ripped into the `` USS Cole '' there this month .",6,"(7, 16)"
['bn/cnn/00/cnn_0069'],"['Our', 'top', 'story', 'this', 'half', 'hour', ',', 'the', 'man', 'responsible', 'for', 'U.S.', 'forces', 'in', 'the', 'Persian', 'Gulf', 'says', 'there', 'was', 'no', 'specific', 'threat', 'of', 'an', 'imminent', 'attack', 'in', 'the', 'Yemeni', 'port', 'of', 'Aden', 'before', 'a', 'bomb', 'ripped', 'into', 'the', '``', 'USS', 'Cole', ""''"", 'there', 'this', 'month', '.']","Our top story this half hour , the man responsible for U.S. forces in the Persian Gulf says there was no specific threat of an imminent attack in the Yemeni port of Aden before a bomb ripped into the `` USS Cole '' there this month .",0,"(36, 36)"
['bn/cnn/00/cnn_0069'],"['Our', 'top', 'story', 'this', 'half', 'hour', ',', 'the', 'man', 'responsible', 'for', 'U.S.', 'forces', 'in', 'the', 'Persian', 'Gulf', 'says', 'there', 'was', 'no', 'specific', 'threat', 'of', 'an', 'imminent', 'attack', 'in', 'the', 'Yemeni', 'port', 'of', 'Aden', 'before', 'a', 'bomb', 'ripped', 'into', 'the', '``', 'USS', 'Cole', ""''"", 'there', 'this', 'month', '.']","Our top story this half hour , the man responsible for U.S. forces in the Persian Gulf says there was no specific threat of an imminent attack in the Yemeni port of Aden before a bomb ripped into the `` USS Cole '' there this month .",4,"(38, 42)"
